label,task,prime,lr,wd,seed,ordering,tau_circ,tau_gen,tau_F,regime,step,saved_test_acc,K,base_acc,acc_I1_keep_fourier,acc_I2_remove_fourier,acc_I3_random_ctrl_mean,acc_I3_random_ctrl_std,frac_logit_energy_in_topK_fourier,top_k_harmonics,acc_I4_remove_emb_fourier,i2_drop,i3_random_drop_mean,i4_drop,specificity_ratio_i2_over_i3,source
canonical_GF,add,53,0.0016,1.7145,7,C<G<F,9500.0,11000.0,26000.0,between_gen_F,18500,0.9913573861122131,5,0.9913573970513472,0.9969496695475343,0.02491103202846975,0.9938993390950686,0.0008506965190992363,0.9043896119182423,"1,9,12,5,24",0.029994916115912557,0.9664463650228774,-0.002541942043721379,0.9613624809354346,-380.20000000000357,original
canonical_GF,add,53,0.0016,1.7145,7,C<G<F,9500.0,11000.0,26000.0,between_gen_F,18500,0.9913573861122131,10,0.9913573970513472,0.9959328927300457,0.004067107269954245,0.995017793594306,0.0006744534398282176,0.9788741850312688,"1,9,12,5,24,22,14,26,16,18",0.019827147941026944,0.9872902897813929,-0.0036603965429587992,0.9715302491103203,-269.72222222222376,original
canonical_GF,add,53,0.0016,1.7145,7,C<G<F,9500.0,11000.0,26000.0,post_all,30000,1.0,1,1.0,0.1840366039654296,1.0,1.0,0.0,0.2903782116296667,1,0.14133197763091002,0.0,0.0,0.85866802236909,inf,original
canonical_GF,add,53,0.0016,1.7145,7,C<G<F,9500.0,11000.0,26000.0,post_all,30000,1.0,3,1.0,1.0,0.9079816980172852,1.0,0.0,0.6345569154534457,"1,9,12",0.10421962379257753,0.09201830198271477,0.0,0.8957803762074225,inf,original
canonical_GF,add,53,0.0016,1.7145,7,C<G<F,9500.0,11000.0,26000.0,post_all,30000,1.0,5,1.0,1.0,0.14794102694458566,1.0,0.0,0.8516504059919245,"1,9,12,24,5",0.06914082358922216,0.8520589730554143,0.0,0.9308591764107779,inf,original
canonical_GF,add,53,0.0016,1.7145,7,C<G<F,9500.0,11000.0,26000.0,post_all,30000,1.0,10,1.0,1.0,0.0071174377224199285,1.0,0.0,0.9927634577468306,"1,9,12,24,5,14,22,10,11,7",0.020843924758515507,0.9928825622775801,0.0,0.9791560752414845,inf,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,pre_all,4000,0.0289781391620636,1,0.028978139298423997,0.06964921199796645,0.011184544992374174,0.030096593797661414,0.0014522477739792267,0.14869463396718274,15,0.01677681748856126,0.017793594306049824,-0.0011184544992374167,0.012201321809862737,-15.90909090909092,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,pre_all,4000,0.0289781391620636,3,0.028978139298423997,0.23995932892730046,0.0020335536349771225,0.03416370106761566,0.0012201321809862742,0.337613430100218,"15,22,4",0.009659379766141332,0.026944585663446874,-0.0051855617691916635,0.019318759532282667,-5.196078431372548,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,pre_all,4000,0.0289781391620636,5,0.028978139298423997,0.23182511438739198,0.0020335536349771225,0.042196237925775294,0.0005569115988867976,0.44550005213241556,"15,22,4,5,14",0.011184544992374174,0.026944585663446874,-0.013218098627351297,0.017793594306049824,-2.0384615384615383,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,pre_all,4000,0.0289781391620636,10,0.028978139298423997,0.1077783426537875,0.003050330452465684,0.06588713777325876,0.0017786330131709103,0.6263320121262135,"15,22,4,5,14,8,2,3,13,25",0.018810371123538384,0.025927808845958314,-0.03690899847483477,0.010167768174885614,-0.7024793388429754,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_circ_gen,9000,0.6232841610908508,1,0.6232841891204881,0.14539908490086426,0.3340111845449924,0.6046771733604472,0.013142012449964324,0.20639778948379192,15,0.07066598881545501,0.2892730045754957,0.018607015760040868,0.5526182003050331,15.54644808743153,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_circ_gen,9000,0.6232841610908508,3,0.6232841891204881,0.9150991357397051,0.041179461108286734,0.641687849517031,0.007839078908956347,0.5844828096510767,"15,4,22",0.03507880020335536,0.5821047280122014,-0.018403660396542842,0.5882053889171327,-31.629834254143848,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_circ_gen,9000,0.6232841610908508,5,0.6232841891204881,0.9186578546009151,0.005083884087442806,0.6917132689374681,0.002992158407638449,0.8004308000227672,"15,4,22,5,25",0.02389425521098119,0.6182003050330453,-0.06842907981697999,0.5993899339095069,-9.03417533432395,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_circ_gen,9000,0.6232841610908508,10,0.6232841891204881,0.784443314692425,0.006100660904931368,0.723640061006609,0.005386038693705735,0.914852632653819,"15,4,22,5,25,3,2,14,13,24",0.019827147941026944,0.6171835282155568,-0.10035587188612094,0.6034570411794612,-6.149949341438708,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_gen_F,14500,0.9938993453979492,1,0.9938993390950687,0.17488561260803254,0.9791560752414845,0.9932892730045755,0.0009858016995254683,0.2195940384364935,15,0.22013218098627352,0.014743263853584154,0.0006100660904931887,0.7737671581087952,24.166666666664636,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_gen_F,14500,0.9938993453979492,3,0.9938993390950687,0.9781392984239959,0.8286731062531775,0.9930859176410778,0.0013866986982192066,0.5920493802491991,"15,4,22",0.12963904422979156,0.1652262328418912,0.0008134214539908813,0.8642602948652771,203.12499999999193,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_gen_F,14500,0.9938993453979492,5,0.9938993390950687,0.9888154550076258,0.0788002033553635,0.9919674631418403,0.0015553694500028848,0.8928793894169464,"15,4,22,25,5",0.03558718861209965,0.9150991357397051,0.0019318759532284124,0.958312150482969,473.68421052627997,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_gen_F,14500,0.9938993453979492,10,0.9938993390950687,0.9959328927300457,0.004575495678698526,0.995017793594306,0.0003804430489856563,0.9927080194392026,"15,4,22,25,5,2,14,12,24,8",0.020335536349771224,0.9893238434163701,-0.001118454499237309,0.9735638027452974,-884.5454545455402,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,1,1.0,0.20589730554143365,1.0,1.0,0.0,0.19021617293129975,22,0.03355363497712252,0.0,0.0,0.9664463650228775,inf,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,3,1.0,1.0,0.9984748347737672,1.0,0.0,0.5391191621576497,"22,15,4",0.03457041179461108,0.0015251652262328053,0.0,0.9654295882053889,inf,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,5,1.0,1.0,0.597864768683274,1.0,0.0,0.8094759658822038,"22,15,4,25,5",0.022369089984748347,0.402135231316726,0.0,0.9776309100152516,inf,original
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,10,1.0,1.0,0.003050330452465684,1.0,0.0,0.9965140892007772,"22,15,4,25,5,2,14,23,3,6",0.018810371123538384,0.9969496695475343,0.0,0.9811896288764617,inf,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,1,0.026436197254702594,0.01728520589730554,0.030503304524656837,0.026842907981698017,0.0013792231790798722,0.06006359192664498,6,0.014743263853584139,-0.004067107269954243,-0.0004067107269954233,0.011692933401118455,10.000000000000025,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,3,0.026436197254702594,0.028469750889679714,0.020843924758515507,0.025317742755465177,0.002018244356001954,0.1555577778979474,"6,7,23",0.01677681748856126,0.005592272496187087,0.0011184544992374167,0.009659379766141334,5.000000000000003,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,5,0.026436197254702594,0.03355363497712252,0.0157600406710727,0.02562277580071174,0.0021949194860114794,0.24591850616491878,"6,7,23,12,4",0.01677681748856126,0.010676156583629894,0.0008134214539908535,0.009659379766141334,13.124999999999927,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,10,0.026436197254702594,0.03965429588205389,0.01728520589730554,0.029588205388917134,0.0036716766823117015,0.46353807268925673,"6,7,23,12,4,25,15,5,16,8",0.018301982714794104,0.009150991357397054,-0.00315200813421454,0.00813421453990849,-2.9032258064516134,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,1,0.10574478901881038,0.07320793085917641,0.07066598881545501,0.10635485510930351,0.0018858400600906403,0.07745969560204559,5,0.01728520589730554,0.03507880020335537,-0.0006100660904931332,0.08845958312150484,-57.50000000000034,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,3,0.10574478901881038,0.04931367564819522,0.08235892221657347,0.10818505338078292,0.006053025344641472,0.218572398815134,"5,6,15",0.01728520589730554,0.023385866802236907,-0.0024402643619725467,0.08845958312150484,-9.583333333333334,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,5,0.10574478901881038,0.08845958312150483,0.05083884087442806,0.10157600406710728,0.006995838296601755,0.3380073917344375,"5,6,15,25,4",0.015251652262328419,0.054905948144382315,0.0041687849517031,0.09049313675648196,13.170731707317078,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,10,0.10574478901881038,0.24758515505846468,0.004575495678698526,0.1786476868327402,0.00856510002588823,0.598117215731154,"5,6,15,25,4,23,7,21,12,14",0.014743263853584139,0.10116929334011185,-0.07290289781392983,0.09100152516522624,-1.3877266387726641,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,1,0.22318251143873918,0.07727503812913065,0.15149974580579562,0.21921708185053382,0.0024988725424391466,0.08207134433738254,5,0.0157600406710727,0.07168276563294357,0.003965429588205366,0.20742247076766648,18.076923076923183,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,3,0.22318251143873918,0.17946110828673106,0.1128622267412303,0.21311642094560246,0.006884112203278402,0.22764455861901087,"5,6,12",0.01626842907981698,0.11032028469750889,0.010066090493136726,0.2069140823589222,10.959595959595992,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,5,0.22318251143873918,0.41637010676156583,0.046263345195729534,0.23518047788510418,0.004587906120052258,0.3549664175106375,"5,6,12,23,21",0.017793594306049824,0.17691916624300966,-0.011997966446365,0.20538891713268936,-14.745762711864435,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,10,0.22318251143873918,0.36400610066090494,0.014743263853584139,0.29781392984239957,0.012978947978827031,0.6470781853726056,"5,6,12,23,21,25,4,15,3,14",0.01677681748856126,0.20843924758515506,-0.07463141840366039,0.20640569395017794,-2.7929155313351504,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,1,0.5119471276054905,0.09608540925266904,0.3797661413319776,0.5019827147941027,0.007413411747252949,0.10137837441377932,12,0.018301982714794104,0.13218098627351293,0.009964412811387824,0.49364514489069644,13.26530612244908,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,3,0.5119471276054905,0.7661413319776309,0.12302999491611591,0.5013726487036095,0.007356013115479786,0.28173404787038303,"12,5,23",0.018301982714794104,0.38891713268937467,0.010574478901881013,0.49364514489069644,36.77884615384624,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,5,0.5119471276054905,0.6741230299949161,0.0971021860701576,0.5029994916115913,0.02410125696650811,0.4384147373161717,"12,5,23,21,6",0.019318759532282664,0.41484494153533297,0.00894763599389925,0.49262836807320787,46.36363636363682,original
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,10,0.5119471276054905,0.6842907981698018,0.019318759532282664,0.6037620742247076,0.008925655860642517,0.738307202219882,"12,5,23,21,6,25,3,14,15,22",0.018301982714794104,0.49262836807320787,-0.09181494661921707,0.49364514489069644,-5.365448504983388,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,1,0.04067107269954245,0.06507371631926792,0.01728520589730554,0.04036603965429588,0.0012285761030599472,0.14821111330959705,12,0.019827147941026944,0.023385866802236907,0.0003050330452465666,0.020843924758515504,76.66666666666711,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,3,0.04067107269954245,0.27656329435688864,0.006100660904931368,0.04636502287747839,0.0036291953833400606,0.3565216301363818,"12,10,6",0.012201321809862735,0.03457041179461108,-0.00569395017793594,0.028469750889679714,-6.071428571428575,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,5,0.04067107269954245,0.20843924758515506,0.003050330452465684,0.05287239450940519,0.003637731330960513,0.4469906883934686,"12,10,6,24,14",0.0157600406710727,0.03762074224707676,-0.01220132180986274,0.024911032028469747,-3.0833333333333317,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,10,0.04067107269954245,0.13472292831723437,0.0035587188612099642,0.08113879003558719,0.004935296837625462,0.6408453322070992,"12,10,6,24,14,5,9,7,1,16",0.020335536349771224,0.03711235383833248,-0.04046771733604474,0.020335536349771224,-0.9170854271356782,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,1,0.7976614133197764,0.15149974580579562,0.4677173360447382,0.7776309100152516,0.01090656069587218,0.26001952388227756,10,0.17539400101677682,0.32994407727503816,0.020030503304524716,0.6222674123029995,16.472081218274063,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,3,0.7976614133197764,0.9359430604982206,0.11184544992374174,0.7663446873411286,0.007693984509361517,0.5720788856989575,"10,6,12",0.0630401626842908,0.6858159633960346,0.031316725978647764,0.7346212506354856,21.899350649350595,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,5,0.7976614133197764,0.9938993390950687,0.0066090493136756485,0.8420945602440264,0.012722312003755612,0.774678011547221,"10,6,12,5,24",0.02592780884595831,0.7910523640061007,-0.044433146924250044,0.771733604473818,-17.803203661327263,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,10,0.7976614133197764,0.9150991357397051,0.0035587188612099642,0.8748347737671581,0.0021424816985974233,0.9201619317246013,"10,6,12,5,24,3,14,13,9,21",0.021860701576004067,0.7941026944585664,-0.07717336044738177,0.7758007117437723,-10.289855072463773,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,1,0.9984748347737672,0.09608540925266904,0.938485002541942,0.9927808845958312,0.002436024107922896,0.2043205900060518,6,0.7513980681240467,0.05998983223182519,0.005693950177935947,0.24707676664972045,10.535714285714292,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,3,0.9984748347737672,0.7559735638027453,0.5922724961870869,0.987290289781393,0.004155122875791063,0.5387906269132807,"6,3,10",0.3670564311133706,0.4062023385866803,0.011184544992374201,0.6314184036603966,36.318181818181735,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,5,0.9984748347737672,0.9928825622775801,0.186578546009151,0.9928825622775801,0.0014379395651988864,0.7774680951654419,"6,3,10,5,12",0.1367564819522115,0.8118962887646162,0.005592272496187101,0.8617183528215557,145.18181818181782,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,10,0.9984748347737672,0.9994916115912558,0.013726487036095577,0.9989832231825113,1.1102230246251565e-16,0.9860882998842725,"6,3,10,5,12,24,14,25,26,11",0.02440264361972547,0.9847483477376716,-0.0005083884087441204,0.9740721911540418,-1937.0000000006105,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,1,1.0,0.17437722419928825,0.9974580579562786,0.9998983223182512,0.00020335536349769257,0.21368771703113054,6,0.7656329435688867,0.002541942043721379,0.00010167768174884628,0.23436705643111333,25.000000000002185,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,3,1.0,0.9679715302491103,0.9405185561769192,0.9997966446365023,0.00024905843851377133,0.5454883858008894,"6,10,14",0.3462125063548551,0.05948144382308085,0.00020335536349769257,0.6537874936451449,292.50000000002836,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,5,1.0,1.0,0.17488561260803254,0.9997966446365023,0.00040671072699542953,0.7802624058240863,"6,10,14,3,12",0.0971021860701576,0.8251143873919675,0.00020335536349769257,0.9028978139298424,4057.500000000393,original
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,10,1.0,1.0,0.009659379766141332,1.0,0.0,0.9908817389866073,"6,10,14,3,12,5,24,25,20,1",0.020843924758515507,0.9903406202338587,0.0,0.9791560752414845,inf,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,1,0.010676156583629894,0.04931367564819522,0.005592272496187087,0.01179461108286731,0.0012617868475842254,0.0909734527036682,12,0.0066090493136756485,0.005083884087442807,-0.0011184544992374167,0.004067107269954245,-4.5454545454545485,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,3,0.010676156583629894,0.07168276563294357,0.003050330452465684,0.010981189628876462,0.0013866986982192027,0.20212338424399942,"12,24,5",0.004575495678698526,0.00762582613116421,-0.00030503304524656834,0.006100660904931368,-25.000000000000007,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,5,0.010676156583629894,0.061006609049313675,0.0020335536349771225,0.014234875444839857,0.002296205346341884,0.30503402444856315,"12,24,5,9,11",0.011692933401118455,0.00864260294865277,-0.0035587188612099634,-0.0010167768174885617,-2.4285714285714293,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,10,0.010676156583629894,0.0472801220132181,0.004067107269954245,0.025317742755465177,0.0031074136837694207,0.546571640303903,"12,24,5,9,11,20,16,6,1,14",0.018301982714794104,0.0066090493136756485,-0.014641586171835284,-0.00762582613116421,-0.45138888888888884,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,1,0.9034062023385867,0.12455516014234876,0.6695475343162176,0.8912048805287238,0.0072255568904686955,0.2239557330698333,9,0.03863751906456533,0.2338586680223691,0.012201321809862886,0.8647686832740213,19.16666666666643,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,3,0.9034062023385867,0.9303507880020335,0.2841891204880529,0.8922216573462126,0.01173925970299674,0.5142969591861902,"9,5,11",0.02491103202846975,0.6192170818505338,0.01118454499237409,0.8784951703101169,55.36363636363678,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,5,0.9034062023385867,0.9827147941026945,0.041179461108286734,0.9133706151499746,0.003812574124911567,0.7343389892321273,"9,5,11,12,24",0.021352313167259787,0.8622267412303,-0.009964412811387935,0.8820538891713269,-86.53061224489765,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,10,0.9034062023385867,0.9689883070665989,0.004067107269954245,0.9462125063548552,0.002190204293699869,0.9236312724635011,"9,5,11,12,24,1,14,22,26,16",0.022877478393492627,0.8993390950686324,-0.042806304016268504,0.8805287239450941,-21.009501187648418,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,1,0.9959328927300457,0.1545500762582613,0.9877986781901372,0.9949161159125574,0.00032153306153212183,0.20626353972092226,9,0.24300965937976615,0.00813421453990848,0.0010167768174883518,0.7529232333502796,8.000000000001638,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,3,0.9959328927300457,0.9730554143365532,0.8439247585155059,0.9930859176410778,0.001386698698219223,0.49501642866049245,"9,11,12",0.14590747330960854,0.15200813421453985,0.002846975088967918,0.8500254194204372,53.39285714285813,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,5,0.9959328927300457,0.9954245043213015,0.38383324860193185,0.9934926283680732,0.0006744534398282611,0.7439200578026335,"9,11,12,5,1",0.061514997458057954,0.6120996441281139,0.002440264361972533,0.9344178952719877,250.8333333333348,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,10,0.9959328927300457,0.9974580579562786,0.002541942043721403,0.9968479918657854,0.0003804430489856563,0.9826674826423196,"9,11,12,5,1,24,14,16,22,26",0.019827147941026944,0.9933909506863243,-0.0009150991357397276,0.9761057447890188,-1085.5555555555288,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,post_all,20500,1.0,1,1.0,0.1392984239959329,0.9989832231825114,0.9994916115912558,0.000556911598886785,0.15867528441264458,9,0.06354855109303507,0.0010167768174885738,0.0005083884087442314,0.936451448906965,2.0000000000002185,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,post_all,20500,1.0,3,1.0,0.974580579562786,0.9877986781901372,0.9986781901372648,0.0010468358048792243,0.4161308830356123,"9,16,5",0.03863751906456533,0.012201321809862775,0.0013218098627352237,0.9613624809354346,9.230769230768605,original
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,post_all,20500,1.0,5,1.0,1.0,0.8047788510421963,0.9989832231825115,0.0005569115988867849,0.6564874192159931,"9,16,5,1,24",0.02541942043721403,0.19522114895780374,0.0010167768174884628,0.974580579562786,192.00000000001856,original
