label,task,prime,lr,wd,seed,ordering,tau_circ,tau_gen,tau_F,regime,step,saved_test_acc,site,K,top_harmonics,base_acc,acc_ablate_fourier,acc_random_ctrl_mean,acc_random_ctrl_std,frac_energy_removed
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,between_gen_F,14500,0.9938993453979492,resid_final,3,"25,15,4",0.9938993390950687,0.6893746822572445,0.8396542958820538,0.005666649636234968,0.5105774352796083
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,embed,3,"25,14,2",1.0,0.7000508388408744,0.3115404168784952,0.004366224820250918,0.42232254211715387
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,attn_L0,3,"25,14,3",1.0,0.7737671581087952,0.7479410269445855,0.005628206406953964,0.9829860747870893
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,mlp_L0,3,"14,25,11",1.0,0.07930859176410777,0.11459074733096086,0.0029398743863347145,0.39772221854535755
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,attn_L1,3,"2,15,5",1.0,0.17793594306049823,0.7925775292323336,0.00195580925893964,0.8301081201253637
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,mlp_L1,3,"4,22,5",1.0,0.7086934417895272,0.9996949669547535,0.000406710726995424,0.5613940722846734
coincident,add,53,0.0016,3.1075,2025,C<G<F,8000.0,9500.0,19500.0,post_all,22500,1.0,resid_final,3,"25,14,22",1.0,0.9572953736654805,0.7177427554651754,0.009969599098529966,0.5853684078235941
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,embed,3,"26,9,24",0.026436197254702594,0.018810371123538384,0.01637010676156584,0.0025601786094589067,0.13874068496333195
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,attn_L0,3,"25,24,7",0.026436197254702594,0.014743263853584139,0.014336553126588714,0.0022136798227836547,0.2280147073142422
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,mlp_L0,3,"26,9,11",0.026436197254702594,0.012709710218607015,0.010472801220132182,0.0012285761030599463,0.1482170896515183
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,attn_L1,3,"14,23,5",0.026436197254702594,0.007625826131164209,0.011489578037620744,0.0017195256253470016,0.19220257223145684
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,mlp_L1,3,"7,5,14",0.026436197254702594,0.021352313167259787,0.01708185053380783,0.00415014369739879,0.1594308009667112
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,pre_all,16000,0.026436196640133858,resid_final,3,"7,3,25",0.026436197254702594,0.02541942043721403,0.022165734621250634,0.0014593492724359256,0.2729999178668199
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,embed,3,"25,7,24",0.10574478901881038,0.04880528723945094,0.030299949161159124,0.003984935016220727,0.15707640578940665
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,attn_L0,3,"3,24,7",0.10574478901881038,0.06354855109303507,0.05734621250635487,0.005637383335283828,0.20777862755844712
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,mlp_L0,3,"16,18,8",0.10574478901881038,0.018301982714794104,0.018505338078291817,0.0023096729418608125,0.16982238861611468
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,attn_L1,3,"5,7,23",0.10574478901881038,0.02541942043721403,0.0588713777325877,0.005764326500481289,0.27074214026589294
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,mlp_L1,3,"7,5,12",0.10574478901881038,0.06253177427554651,0.08408744280630401,0.004786416795501705,0.2965717091293343
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_circ_F,37000,0.10574478656053543,resid_final,3,"7,12,5",0.10574478901881038,0.05287239450940519,0.09303507880020337,0.004637215760443879,0.45817472053754726
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,embed,3,"7,3,25",0.22318251143873918,0.11184544992374174,0.06558210472801221,0.003199213568388875,0.17261248809373309
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,attn_L0,3,"3,7,25",0.22318251143873918,0.14743263853584138,0.11784443314692424,0.004922712124823672,0.204351693985557
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,mlp_L0,3,"6,16,9",0.22318251143873918,0.04778851042196238,0.046873411286222674,0.0039300758698703996,0.1741993985142209
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,attn_L1,3,"23,5,12",0.22318251143873918,0.05693950177935943,0.11194712760549061,0.002754695919500572,0.2929500148061874
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,mlp_L1,3,"7,12,5",0.22318251143873918,0.10218607015760041,0.16949669547534313,0.00587271136886371,0.35980824140350504
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,between_F_gen,43000,0.22318251430988312,resid_final,3,"7,12,5",0.22318251143873918,0.10269445856634468,0.18607015760040674,0.005399458280570107,0.4340260143261126
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,embed,3,"7,3,15",0.5119471276054905,0.3492628368073208,0.2507371631926792,0.002305192485766066,0.20617798914566038
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,attn_L0,3,"3,15,7",0.5119471276054905,0.3807829181494662,0.3826131164209456,0.0025030063294542186,0.21414236343616924
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,mlp_L0,3,"6,1,3",0.5119471276054905,0.24860193187595322,0.24585663446873413,0.008188683921383179,0.19483365589334417
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,attn_L1,3,"23,12,3",0.5119471276054905,0.19572953736654805,0.3313675648195221,0.005906064354431153,0.2959140753833515
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,mlp_L1,3,"7,3,12",0.5119471276054905,0.25012709710218606,0.38434163701067614,0.005954875633694473,0.39639689330237143
FG_slow,add,53,0.0005,2.5,42,C<F<G,31500.0,44500.0,42000.0,post_all,48000,0.5119471549987793,resid_final,3,"7,3,12",0.5119471276054905,0.2974072191154042,0.4027452974072191,0.009948837728437266,0.4630402659215829
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,embed,3,"18,23,21",0.04067107269954245,0.042704626334519574,0.03304524656837824,0.004725551617131571,0.128566831833563
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,attn_L0,3,"12,10,5",0.04067107269954245,0.0340620233858668,0.034672089476359934,0.002659216437340523,0.23902508113717658
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,mlp_L0,3,"18,23,21",0.04067107269954245,0.00813421453990849,0.008337569903406204,0.0014234875444839856,0.15689291886310663
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,attn_L1,3,"12,10,24",0.04067107269954245,0.012201321809862735,0.024097610574478904,0.0035456219164540304,0.38077473319790495
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,mlp_L1,3,"10,12,24",0.04067107269954245,0.004067107269954245,0.030503304524656837,0.003215330615321179,0.27257231047393765
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,pre_all,3000,0.04067107290029526,resid_final,3,"12,10,6",0.04067107269954245,0.010167768174885612,0.052465683782409754,0.004110093122807877,0.371599844529552
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,embed,3,"14,18,23",0.7976614133197764,0.4875444839857651,0.1916624300965938,0.0064065008650832185,0.13750052147354697
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,attn_L0,3,"3,5,14",0.7976614133197764,0.5973563802745298,0.6390442297915607,0.0067979724048588906,0.3344759907961384
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,mlp_L0,3,"18,14,23",0.7976614133197764,0.042196237925775294,0.046873411286222674,0.0023496126097186255,0.16352128183905387
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,attn_L1,3,"6,12,10",0.7976614133197764,0.0945602440264362,0.22572445348246056,0.01039402557206958,0.666435364253647
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,mlp_L1,3,"10,5,24",0.7976614133197764,0.08439247585155059,0.2830706659888155,0.008930287752942133,0.5406258256706774
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_gen_circ,7000,0.7976614236831665,resid_final,3,"12,10,6",0.7976614133197764,0.1362480935434672,0.6307066598881546,0.004850782081088579,0.39605273097806143
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,embed,3,"3,14,18",0.9984748347737672,0.7513980681240467,0.6493136756481953,0.005277453694910426,0.1844288422728224
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,attn_L0,3,"3,14,6",0.9984748347737672,0.684799186578546,0.80711743772242,0.003716454882053297,0.9412424083445934
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,mlp_L0,3,"3,14,23",0.9984748347737672,0.44026436197254704,0.5400101677681749,0.0066082671313765,0.19552096475509376
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,attn_L1,3,"12,6,5",0.9984748347737672,0.3162175902389425,0.532994407727504,0.006198170067769469,0.5974483978965368
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,mlp_L1,3,"12,5,24",0.9984748347737672,0.47330960854092524,0.9091001525165225,0.004425023924146202,0.663913558906048
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,between_circ_F,10000,0.9984748363494873,resid_final,3,"3,6,10",0.9984748347737672,0.4799186578546009,0.6628368073207931,0.006762903568201674,0.5113111831943926
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,embed,3,"3,14,23",1.0,0.7951194712760549,0.4794102694458566,0.011285764657253974,0.2667622491760971
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,attn_L0,3,"3,14,6",1.0,0.759023894255211,0.8790035587188612,0.004466880048091262,0.968764417100048
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,mlp_L0,3,"3,14,23",1.0,0.13777325876970006,0.2433146924250127,0.006239729941053889,0.26626120043567203
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,attn_L1,3,"6,10,12",1.0,0.20945602440264363,0.5868835790543976,0.003516342951863862,0.7317333747497211
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,mlp_L1,3,"12,5,24",1.0,0.518047788510422,0.9183528215556684,0.003288451780131427,0.651746212181186
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,resid_final,3,"3,6,10",1.0,0.7676664972038637,0.6209456024402644,0.018903847213850185,0.5902250798996032
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,embed,3,"18,21,23",0.010676156583629894,0.012201321809862735,0.010981189628876462,0.001749328981605008,0.13069372547655614
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,attn_L0,3,"1,14,5",0.010676156583629894,0.011692933401118455,0.00915099135739705,0.0013641492491101922,0.23248347572987962
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,mlp_L0,3,"21,18,23",0.010676156583629894,0.009150991357397052,0.005388917132689375,0.002048748518516511,0.16257819044969626
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,attn_L1,3,"12,24,5",0.010676156583629894,0.002541942043721403,0.006507371631926792,0.000874664490802504,0.30126225818214775
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,mlp_L1,3,"12,24,5",0.010676156583629894,0.004067107269954245,0.01230299949161159,0.0016204755923242727,0.2352154712671011
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,resid_final,3,"12,9,24",0.010676156583629894,0.005083884087442806,0.014336553126588714,0.0034540493648120034,0.22465297211204957
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,embed,3,"14,18,21",0.9034062023385867,0.19725470259278088,0.09395017793594304,0.002883059863499306,0.14484670800177865
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,attn_L0,3,"14,5,1",0.9034062023385867,0.7890188103711235,0.811286222674123,0.005773287063173718,0.2536859638578614
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,mlp_L0,3,"14,21,23",0.9034062023385867,0.02338586680223691,0.01962379257752923,0.0016268429079816984,0.16803640523848926
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,attn_L1,3,"12,11,1",0.9034062023385867,0.12201321809862735,0.16980172852058972,0.003790818888115352,0.500895489188766
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,mlp_L1,3,"5,9,24",0.9034062023385867,0.09761057447890188,0.3358413828164718,0.010574478901881039,0.41477919873460084
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_circ_gen,11000,0.9034062027931213,resid_final,3,"9,5,11",0.9034062023385867,0.2841891204880529,0.7195729537366548,0.00667984451678974,0.40287563566195855
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,embed,3,"14,16,21",0.9959328927300457,0.7864768683274022,0.3797661413319776,0.018262398587190223,0.19221294104152356
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,attn_L0,3,"14,16,22",0.9959328927300457,0.8937468225724453,0.9545500762582613,0.0028324124610440444,0.6225948260125301
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,mlp_L0,3,"14,16,21",0.9959328927300457,0.07422470767666497,0.0790035587188612,0.004010794697166447,0.2074498093127758
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,attn_L1,3,"1,9,11",0.9959328927300457,0.26232841891204883,0.5339095068632436,0.010981189628876458,0.6034111301633002
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,mlp_L1,3,"9,24,5",0.9959328927300457,0.4814438230808338,0.9195729537366548,0.0060015676922719795,0.522685087215442
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,between_gen_F,15500,0.9959328770637512,resid_final,3,"14,9,12",0.9959328927300457,0.8535841382816471,0.835993899339095,0.007827200509981804,0.4234095841954459
