step,train_acc,test_acc,f_emb_corr
1,0.022565320134162903,0.018301982432603836,0.0
500,1.0,0.0005083883879706264,0.0
1000,1.0,0.0010167767759412527,0.0
1500,1.0,0.0035587188322097063,0.0
2000,1.0,0.004575495608150959,0.0
2500,1.0,0.005592272616922855,0.0
3000,0.980997622013092,0.011692933738231659,0.0
3500,1.0,0.01982714794576168,0.0
4000,1.0,0.0289781391620636,0.00036452601354492603
4500,1.0,0.04524656757712364,0.0008243480424657348
5000,1.0,0.07574987411499023,0.0
5500,1.0,0.144890695810318,0.0
6000,1.0,0.19064565002918243,0.0
6500,1.0,0.2902897894382477,0.0002429370643960982
7000,0.9988123774528503,0.2928317189216614,0.0009879777205940576
7500,1.0,0.41840365529060364,0.0018975847006023616
8000,1.0,0.4794102609157562,0.003051791086209732
8500,1.0,0.5516014099121094,0.004573059903459631
9000,1.0,0.6232841610908508,0.006214877096395177
9500,1.0,0.7142857313156128,0.008428267988008276
10000,1.0,0.7747839093208313,0.00667501644787534
10500,1.0,0.8429079651832581,0.010181179330817372
11000,1.0,0.904931366443634,0.015127316907389401
11500,1.0,0.9466192126274109,0.021305578495619273
12000,1.0,0.9705134630203247,0.02927000023820965
12500,1.0,0.9908490180969238,0.038811708639750434
13000,1.0,0.9954245090484619,0.047427090603451585
13500,1.0,0.9923741817474365,0.055809272211476316
14000,1.0,0.9974580407142639,0.06321277968688295
14500,1.0,0.9938993453979492,0.07068358124040248
15000,1.0,0.9959328770637512,0.07378957167439551
15500,1.0,0.9964413046836853,0.07922973598810282
16000,0.9976246953010559,0.984748363494873,0.08428371190448528
16500,1.0,0.9969496726989746,0.08710943830145038
17000,1.0,0.9954245090484619,0.09202918933883478
17500,1.0,0.9959328770637512,0.09520535587549175
18000,1.0,0.9989832043647766,0.10022295065696876
18500,1.0,0.9994916319847107,0.10419659568328613
19000,0.9988123774528503,0.9877986907958984,0.10668095220799759
19500,1.0,0.9883070588111877,0.11120562346868704
20000,1.0,0.9893238544464111,0.11117680292466355
20500,1.0,0.9994916319847107,0.11572756363912513
21000,1.0,0.9994916319847107,0.11981529227898031
21500,1.0,0.9994916319847107,0.1264382385765183
22000,1.0,1.0,0.1343656723534929
22500,1.0,1.0,0.14162859249268306
23000,1.0,1.0,0.1507321848943704
23500,1.0,0.9994916319847107,0.15823352254145168
24000,1.0,1.0,0.16932983112424166
24500,1.0,1.0,0.18274875735368407
25000,1.0,1.0,0.19430168202209042
25500,1.0,1.0,0.2096203000010033
26000,1.0,1.0,0.2533245114209044
26500,1.0,1.0,0.2633210516119038
27000,1.0,1.0,0.28593282540675546
27500,1.0,0.997966468334198,0.2594462753459601
28000,1.0,1.0,0.2178859127224264
28500,1.0,1.0,0.21194715713243462
29000,1.0,1.0,0.20412074509442457
29500,1.0,1.0,0.20776245579822672
30000,1.0,1.0,0.2195062480661693
30500,1.0,1.0,0.19552694546361277
31000,1.0,1.0,0.20299467991977832
31500,1.0,1.0,0.21874170208125737
32000,1.0,1.0,0.2290095444755595
32500,1.0,1.0,0.23065832486234367
33000,1.0,1.0,0.21357407148762525
33500,1.0,1.0,0.21182629482384857
34000,1.0,1.0,0.23264556790836605
34500,1.0,1.0,0.23068164007633724
35000,1.0,0.9984748363494873,0.2312380848565832
35500,1.0,1.0,0.20326849719280676
36000,1.0,1.0,0.22983024764248555
36500,1.0,1.0,0.19951156653170415
37000,1.0,1.0,0.20753915098595827
37500,1.0,1.0,0.22643864922572593
38000,1.0,1.0,0.21186989438283405
