cell_label,category,lr,wd,seed,observed_phase,tau_gen,null_interval,ema_alpha,slope_thresh,tau_F,delta,ordering
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,500,0.15,0.02,11500.0,500.0,coincident
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,500,0.05,0.005,15000.0,4000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,500,0.05,0.01,15000.0,4000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,500,0.05,0.02,15000.0,4000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,1.0,0.005,12500.0,1500.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,1.0,0.01,12500.0,1500.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,1.0,0.02,12500.0,1500.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.3,0.005,13000.0,2000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.3,0.01,13000.0,2000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.3,0.02,13000.0,2000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.15,0.005,11500.0,500.0,coincident
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.15,0.01,11500.0,500.0,coincident
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.15,0.02,11500.0,500.0,coincident
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.05,0.005,15000.0,4000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.05,0.01,15000.0,4000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,2500,0.05,0.02,15000.0,4000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,1.0,0.005,12500.0,1500.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,1.0,0.01,12500.0,1500.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,1.0,0.02,12500.0,1500.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.3,0.005,13000.0,2000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.3,0.01,13000.0,2000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.3,0.02,13000.0,2000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.15,0.005,11000.0,0.0,coincident
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.15,0.01,11000.0,0.0,coincident
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.15,0.02,11000.0,0.0,coincident
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.05,0.005,15000.0,4000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.05,0.01,15000.0,4000.0,G<F
wd3.11_s2025,coincident,0.0016,3.1075,2025,Grokking,11000.0,5000,0.05,0.02,15000.0,4000.0,G<F
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,1.0,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,1.0,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,1.0,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.3,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.3,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.3,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.15,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.15,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.15,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.05,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.05,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,500,0.05,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,1.0,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,1.0,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,1.0,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.3,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.3,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.3,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.15,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.15,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.15,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.05,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.05,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,2500,0.05,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,1.0,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,1.0,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,1.0,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.3,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.3,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.3,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.15,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.15,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.15,0.02,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.05,0.005,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.05,0.01,42000.0,-1500.0,F<G
lr6.8e4_s7,FG,0.0006804,2.5,7,Grokking,43500.0,5000,0.05,0.02,42000.0,-1500.0,F<G
