step,train_acc,test_acc,f_emb_corr
1,0.01425178162753582,0.018810370936989784,0.0
500,1.0,0.0,0.0
1000,1.0,0.0005083883879706264,0.0
1500,1.0,0.0035587188322097063,0.0
2000,1.0,0.004575495608150959,0.0
2500,1.0,0.0061006611213088036,0.0
3000,1.0,0.0030503305606544018,0.0
3500,1.0,0.009659379720687866,0.0
4000,1.0,0.007117437664419413,0.0
4500,1.0,0.012201322242617607,0.0
5000,1.0,0.015251652337610722,0.0
5500,1.0,0.016268428415060043,0.0
6000,1.0,0.019318759441375732,0.0
6500,1.0,0.020843924954533577,0.0
7000,1.0,0.027961362153291702,0.0
7500,1.0,0.023894255980849266,0.0
8000,1.0,0.035587187856435776,0.0
8500,1.0,0.02846975065767765,0.0
9000,1.0,0.04016268253326416,0.0
9500,1.0,0.058973055332899094,0.0
10000,1.0,0.07422471046447754,0.0
10500,1.0,0.0864260271191597,0.0
11000,1.0,0.09150991588830948,0.0
11500,1.0,0.08185053616762161,0.0
12000,1.0,0.14743264019489288,0.0
12500,1.0,0.1733604520559311,0.0
13000,1.0,0.20386375486850739,0.0
13500,1.0,0.24199287593364716,0.0
14000,1.0,0.3091001510620117,0.0
14500,1.0,0.3711235523223877,0.0
15000,1.0,0.3934926390647888,0.0
15500,1.0,0.5531265735626221,0.0
16000,0.8693586587905884,0.08795119822025299,0.0
16500,1.0,0.6456533074378967,0.0
17000,1.0,0.6405693888664246,0.0
17500,1.0,0.7747839093208313,0.0
18000,1.0,0.7651245594024658,0.0
18500,1.0,0.8652770519256592,0.0
19000,1.0,0.8469750881195068,0.0
19500,1.0,0.8240976333618164,0.0
20000,1.0,0.902389407157898,0.0
20500,1.0,0.906964898109436,0.0
21000,1.0,0.8962887525558472,0.0
21500,1.0,0.9196746349334717,0.0
22000,1.0,0.9313675761222839,0.0
22500,1.0,0.9542450308799744,0.0
23000,1.0,0.9623792767524719,0.0
23500,1.0,0.9776309132575989,0.0
24000,0.9821852445602417,0.7107269763946533,0.0
24500,1.0,0.988815426826477,0.0
25000,0.9988123774528503,0.8998475074768066,0.0
25500,1.0,0.9893238544464111,0.0
26000,1.0,0.9852567315101624,0.0026319677923331564
26500,1.0,0.986781895160675,0.006068692294170452
27000,1.0,0.9872902631759644,0.009592743551585403
27500,1.0,0.9933909773826599,0.012950493429532417
28000,1.0,0.9923741817474365,0.017875025020456736
28500,1.0,0.9974580407142639,0.021936694604769713
29000,1.0,0.9928825497627258,0.02781302308339534
29500,1.0,0.9938993453979492,0.03502934638242533
30000,0.9916864633560181,0.916115939617157,0.03716571518360384
30500,1.0,0.9989832043647766,0.0446606463807126
31000,1.0,1.0,0.05327720976445788
31500,1.0,0.9994916319847107,0.06196818720869107
32000,1.0,1.0,0.06960165517596711
32500,1.0,0.9994916319847107,0.08254332928536007
33000,1.0,0.9994916319847107,0.0966567459408903
