label,task,prime,lr,wd,seed,ordering,tau_circ,tau_gen,tau_F,regime,step,saved_test_acc,K,base_acc,acc_I1_keep_fourier,acc_I2_remove_fourier,acc_I3_random_ctrl_mean,acc_I3_random_ctrl_std,frac_logit_energy_in_topK_fourier,top_k_harmonics,acc_I4_remove_emb_fourier,i2_drop,i3_random_drop_mean,i4_drop,specificity_ratio_i2_over_i3
p97_GF,add,97,0.0016,2.4497,42,G<F,,2500.0,30500.0,post_known_events,37500,1.0,1,1.0,0.18369515712767573,1.0,1.0,0.0,0.23503097012839808,23,0.011386063458327008,0.0,0.0,0.988613936541673,inf
p97_GF,add,97,0.0016,2.4497,42,G<F,,2500.0,30500.0,post_known_events,37500,1.0,3,1.0,0.9966600880522241,1.0,1.0,0.0,0.5418633230434153,"23,2,18",0.010323364202216486,0.0,0.0,0.9896766357977835,inf
p97_GF,add,97,0.0016,2.4497,42,G<F,,2500.0,30500.0,post_known_events,37500,1.0,5,1.0,1.0,0.4943069682708365,1.0,0.0,0.7854235785581092,"23,2,18,8,45",0.010626992561105207,0.5056930317291635,0.0,0.9893730074388948,inf
p97_GF,add,97,0.0016,2.4497,42,G<F,,2500.0,30500.0,post_known_events,37500,1.0,10,1.0,1.0,0.0001518141794443601,1.0,0.0,0.996822409910215,"23,2,18,8,45,40,9,44,19,6",0.010475178381660847,0.9998481858205557,0.0,0.9895248216183391,inf
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,pre_known_events,6000,0.024402644485235214,1,0.02440264361972547,0.05541433655312659,0.014234875444839857,0.024809354346720894,0.0026200505799135994,0.0897668678224056,3,0.017793594306049824,0.010167768174885614,-0.0004067107269954233,0.006609049313675647,-25.000000000000078
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,pre_known_events,6000,0.024402644485235214,3,0.02440264361972547,0.22928317234367057,0.005592272496187087,0.031215048296898827,0.003757949895795897,0.247469432413863,"3,19,14",0.020843924758515507,0.018810371123538384,-0.006812404677173357,0.0035587188612099634,-2.761194029850748
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,pre_known_events,6000,0.024402644485235214,5,0.02440264361972547,0.21708185053380782,0.0020335536349771225,0.039552618200305034,0.0017728109582270145,0.36457124514160966,"3,19,14,24,4",0.01626842907981698,0.022369089984748347,-0.015149974580579564,0.00813421453990849,-1.4765100671140938
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,pre_known_events,6000,0.024402644485235214,10,0.02440264361972547,0.1423487544483986,0.004575495678698526,0.06873411286222675,0.0010369129666685881,0.5814422326847672,"3,19,14,24,4,9,6,12,23,7",0.014743263853584139,0.019827147941026944,-0.04433146924250128,0.009659379766141332,-0.4472477064220182
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,between_gen_F_partial,18000,0.9857650995254517,1,0.9857651245551602,0.14743263853584138,0.9506863243518048,0.9804778851042197,0.0012699538380067969,0.1846820502399291,19,0.029994916115912557,0.03507880020335541,0.005287239450940451,0.9557702084392476,6.634615384615478
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,between_gen_F_partial,18000,0.9857650995254517,3,0.9857651245551602,0.9562785968479919,0.5887137773258769,0.981596339603457,0.004354369721477146,0.5172489231789584,"19,3,23",0.022369089984748347,0.39705134722928326,0.004168784951703142,0.9633960345704118,95.24390243902349
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,between_gen_F_partial,18000,0.9857650995254517,5,0.9857651245551602,0.9893238434163701,0.058464667005592275,0.9839349262836807,0.002503006329454223,0.8068843690847302,"19,3,23,14,24",0.017793594306049824,0.9273004575495679,0.0018301982714794551,0.9679715302491103,506.6666666666543
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,between_gen_F_partial,18000,0.9857650995254517,10,0.9857651245551602,0.9903406202338587,0.011692933401118455,0.9888154550076258,0.0009645991845963655,0.982492388506694,"19,3,23,14,24,12,13,25,8,6",0.015251652262328419,0.9740721911540418,-0.0030503304524656105,0.9705134722928318,-319.33333333334105
wd_high_GF,add,53,0.0016,3.1075,42,G<F,,12000.0,24500.0,post_known_events,27500,1.0,1,1.0,0.25063548551093034,1.0,1.0,0.0,0.25038345970737275,19,0.01728520589730554,0.0,0.0,0.9827147941026945,inf
