label,task,prime,lr,wd,seed,ordering,regime,step,K,K_topcut,base_acc,top_K_harmonics,bot_K_harmonics,alt_K_harmonics_examples,acc_I2_top,acc_I2_alt_mean,acc_I2_alt_std,acc_I2_bot,acc_I3_random_subspace_mean,i2_top_drop,i2_alt_drop,i2_bot_drop,i3_random_subspace_drop,selectivity_top_vs_alt
canonical_GF_s2025,add,53,0.0016,1.7145,2025,C<G<F,pre_all,4000,3,10,0.018810371123538384,"22,15,4","17,7,23","19,20,24; 10,12,18; 16,18,25",0.0035587188612099642,0.021657346212506354,0.0025235736951684518,0.027961362480935434,0.019013726487036094,0.01525165226232842,-0.00284697508896797,-0.00915099135739705,-0.0002033553634977099,inf
canonical_GF_s2025,add,53,0.0016,1.7145,2025,C<G<F,between_circ_gen,12000,3,10,0.6441281138790036,"22,15,4","16,19,7","9,18,26; 10,11,23; 11,12,23",0.062023385866802234,0.6549059481443823,0.004294603372027032,0.6502287747839349,0.614133197763091,0.5821047280122014,-0.010777834265378705,-0.006100660904931332,0.02999491611591254,inf
canonical_GF_s2025,add,53,0.0016,1.7145,2025,C<G<F,between_gen_F,26000,3,10,0.9893238434163701,"5,3,15","26,19,7","12,13,21; 2,12,14; 10,16,21",0.3675648195221149,0.9918657854600916,0.0007189697825994472,0.9903406202338587,0.9841382816471785,0.6217590238942552,-0.00254194204372149,-0.0010167768174885738,0.0051855617691916045,inf
canonical_GF_s2025,add,53,0.0016,1.7145,2025,C<G<F,post_all,43000,3,10,1.0,"3,15,22","2,18,7","13,14,23; 11,12,14; 16,19,21",0.8088459583121504,0.9998983223182512,0.0002033553634976926,1.0,0.9993899339095069,0.19115404168784955,0.00010167768174884628,0.0,0.0006100660904930777,1880.0000000001824
canonical_GF_s42,add,53,0.0016,1.7145,42,C<G<F,pre_all,5500,3,10,0.00864260294865277,"19,24,9","20,2,5","15,17,18; 1,3,10; 11,13,22",0.006100660904931368,0.013421453990849009,0.0013489068796564924,0.011692933401118455,0.01392984239959329,0.0025419420437214025,-0.0047788510421962384,-0.003050330452465685,-0.00528723945094052,inf
canonical_GF_s42,add,53,0.0016,1.7145,42,C<G<F,between_circ_gen,14500,3,10,0.9557702084392475,"7,24,9","15,20,25","13,16,22; 5,17,23; 3,8,23",0.3802745297407219,0.959735638027453,0.0010856205645176488,0.9572953736654805,0.939908490086426,0.5754956786985257,-0.003965429588205449,-0.0015251652262329163,0.015861718352821574,inf
canonical_GF_s42,add,53,0.0016,1.7145,42,C<G<F,between_gen_F,25000,3,10,0.9822064056939501,"7,9,24","23,5,15","2,3,8; 16,22,25; 8,13,25",0.9211997966446365,0.9824097610574478,0.0006896115895399215,0.9816980172852059,0.9805795627859684,0.061006609049313654,-0.00020335536349769257,0.0005083884087442314,0.0016268429079817626,inf
canonical_GF_s42,add,53,0.0016,1.7145,42,C<G<F,post_all,38000,3,10,0.9954245043213015,"21,9,24","5,15,25","13,16,23; 2,3,10; 10,12,17",0.9816980172852059,0.9953228266395527,0.00020335536349769257,0.9954245043213015,0.994306049822064,0.01372648703609558,0.00010167768174873526,0.0,0.0011184544992374201,135.0000000001605
lr_low_GF,add,53,0.0009259,2.5,42,G<F,pre_known_events,11000,3,10,0.09150991357397051,"19,3,14","22,20,10","5,15,18; 11,18,26; 8,21,26",0.01677681748856126,0.11072699542450433,0.005355239077687319,0.10472801220132182,0.0938485002541942,0.07473309608540925,-0.01921708185053382,-0.013218098627351307,-0.0023385866802236865,inf
lr_low_GF,add,53,0.0009259,2.5,42,G<F,between_gen_F_partial,25000,3,10,0.8998474834773768,"24,7,19","4,10,5","2,16,22; 15,16,20; 6,18,21",0.4107778342653787,0.9055414336553127,0.002519473653963188,0.9034062023385867,0.8652770716827656,0.489069649211998,-0.005693950177935947,-0.003558718861209953,0.03457041179461118,inf
lr_low_GF,add,53,0.0009259,2.5,42,G<F,post_known_events,31000,3,10,1.0,"19,24,7","10,22,20","5,17,18; 9,16,18; 2,6,26",0.9354346720894764,1.0,0.0,1.0,0.9990849008642604,0.0645653279105236,0.0,0.0,0.0009150991357396165,inf
mul_GF,mul,53,0.0016,2.4497,42,G<F,pre_known_events,4000,3,10,0.06354855109303507,"5,11,18","22,6,25","2,3,4; 1,3,14; 14,15,19",0.062023385866802234,0.0604982206405694,0.003341469593320791,0.059481443823080835,0.06090493136756482,0.00152516522623284,0.003050330452465673,0.00406710726995424,0.002643619725470253,0.5000000000000011
mul_GF,mul,53,0.0016,2.4497,42,G<F,between_gen_F_partial,11000,3,10,0.9755973563802746,"9,26,1","8,23,3","2,16,20; 6,21,22; 2,15,22",0.9501779359430605,0.9561769191662431,0.007185382712376103,0.9557702084392475,0.9477376715810879,0.025419420437214013,0.019420437214031416,0.019827147941027023,0.027859684799186657,1.3089005235602156
mul_GF,mul,53,0.0016,2.4497,42,G<F,post_known_events,15500,3,10,0.9944077275038129,"1,26,21","20,3,15","4,22,24; 8,22,24; 6,10,23",0.9893238434163701,0.9916624300965939,0.0017493289816049975,0.9938993390950687,0.9846466700559227,0.005083884087442758,0.0027452974072189607,0.0005083884087442314,0.009761057447890242,1.8518518518519387
