step,train_loss,test_loss,train_acc,test_acc,eff_dim
1,4.14902400970459,4.127335071563721,0.013064133003354073,0.01982714794576168,46.7752
100,0.002506042132154107,9.02257251739502,1.0,0.0,46.7512
200,0.0026571820490062237,8.245338439941406,1.0,0.0,46.7374
300,0.21209624409675598,6.848507881164551,0.9928740859031677,0.0010167767759412527,46.7252
400,0.0024323081597685814,8.07366943359375,1.0,0.0,46.7650
500,0.0026556558441370726,7.606113433837891,1.0,0.0005083883879706264,46.7398
600,0.0024652897845953703,7.309678077697754,1.0,0.0005083883879706264,46.7043
700,0.00232547870837152,7.063825607299805,1.0,0.0005083883879706264,46.6652
800,0.0021277957130223513,6.871631145477295,1.0,0.0,46.6207
900,0.0019249109318479896,6.687012672424316,1.0,0.0,46.5723
1000,0.0009350370964966714,8.56950855255127,1.0,0.0020335535518825054,46.5248
1100,0.0017210086807608604,7.869478702545166,1.0,0.0015251652803272009,46.5213
1200,0.0019139579962939024,7.588651657104492,1.0,0.0010167767759412527,46.4998
1300,0.0019164738478139043,7.3530426025390625,1.0,0.0010167767759412527,46.4691
1400,0.0019255627412348986,7.080637454986572,1.0,0.0005083883879706264,46.4372
1500,0.001810310990549624,6.85960054397583,1.0,0.0010167767759412527,46.4015
1600,0.0016567204147577286,6.654376029968262,1.0,0.0010167767759412527,46.3620
1700,0.0015100352466106415,6.457075595855713,1.0,0.0015251652803272009,46.3201
1800,0.0007876708405092359,8.627309799194336,1.0,0.0010167767759412527,46.2508
1900,0.001443715998902917,7.983161449432373,1.0,0.0005083883879706264,46.2431
2000,0.001586375874467194,7.707192420959473,1.0,0.0,46.2205
2100,0.0017287470400333405,7.34255313873291,1.0,0.0,46.1943
2200,0.0017436196794733405,7.015314102172852,1.0,0.0,46.1659
2300,0.0016689804615452886,6.737679481506348,1.0,0.0,46.1333
2400,0.0015666268300265074,6.491239070892334,1.0,0.0010167767759412527,46.0970
2500,0.0014665218768641353,6.286822319030762,1.0,0.0015251652803272009,46.0582
2600,0.0007661490235477686,8.26159381866455,1.0,0.0005083883879706264,45.9931
2700,0.0010166559368371964,7.776668071746826,1.0,0.0005083883879706264,45.9799
2800,0.0012848235201090574,7.257528781890869,1.0,0.0010167767759412527,45.9599
2900,0.001410116208717227,6.8251543045043945,1.0,0.0005083883879706264,45.9361
3000,0.0014052882324904203,6.498404026031494,1.0,0.0005083883879706264,45.9068
3100,0.0013566336128860712,6.255526542663574,1.0,0.0005083883879706264,45.8728
3200,0.0012945111375302076,6.089651584625244,1.0,0.0010167767759412527,45.8359
3300,0.000577714410610497,9.087742805480957,1.0,0.0005083883879706264,45.7820
3400,0.0009983428753912449,8.275656700134277,1.0,0.0,45.7688
3500,0.0011256716679781675,7.773815155029297,1.0,0.0005083883879706264,45.7424
3600,0.0013179589295759797,7.211238384246826,1.0,0.0010167767759412527,45.7157
3700,0.0013791018864139915,6.799643039703369,1.0,0.0015251652803272009,45.6859
3800,0.001364731346257031,6.485747337341309,1.0,0.0010167767759412527,45.6514
3900,0.0013285208260640502,6.243766784667969,1.0,0.0025419420562684536,45.6127
4000,0.0012772314948961139,6.072703838348389,1.0,0.0025419420562684536,45.5707
4100,0.001211799681186676,5.960633277893066,1.0,0.0020335535518825054,45.5264
4200,0.0011346121318638325,5.891110897064209,1.0,0.0035587188322097063,45.4812
4300,0.0008379911305382848,9.779253005981445,1.0,0.0010167767759412527,45.4085
4400,0.001435250393114984,8.865520477294922,1.0,0.0,45.3959
4500,0.001492392853833735,8.36240291595459,1.0,0.0,45.3654
4600,0.0015158337773755193,7.759039402008057,1.0,0.0,45.3340
4700,0.0015918264398351312,7.169651985168457,1.0,0.0005083883879706264,45.3074
4800,0.0016009807586669922,6.729248523712158,1.0,0.0015251652803272009,45.2796
4900,0.0015576058067381382,6.4012837409973145,1.0,0.0015251652803272009,45.2483
5000,0.0014881351962685585,6.1580400466918945,1.0,0.0015251652803272009,45.2130
5100,0.0014101488050073385,5.98518705368042,1.0,0.0030503305606544018,45.1740
5200,0.0006278176442719996,8.514752388000488,1.0,0.0010167767759412527,45.0843
5300,0.0008899923996068537,7.766890048980713,1.0,0.0005083883879706264,45.0725
5400,0.0010869274847209454,7.135556221008301,1.0,0.0010167767759412527,45.0494
5500,0.001286822953261435,6.635837554931641,1.0,0.0015251652803272009,45.0225
5600,0.0013431626139208674,6.311892509460449,1.0,0.0025419420562684536,44.9890
5700,0.0013058505719527602,6.100100994110107,1.0,0.0030503305606544018,44.9496
5800,0.0012260316871106625,5.962251663208008,1.0,0.004575495608150959,44.9061
5900,0.0011240638559684157,5.881809711456299,1.0,0.005083884112536907,44.8605
6000,0.001007150742225349,5.854531764984131,1.0,0.008134214207530022,44.8148
6100,0.0007467750692740083,9.686835289001465,1.0,0.0015251652803272009,44.7452
6200,0.0013412919361144304,8.701638221740723,1.0,0.0005083883879706264,44.7358
6300,0.0014370371354743838,8.140520095825195,1.0,0.0015251652803272009,44.7072
6400,0.0014688150258734822,7.5079851150512695,1.0,0.0005083883879706264,44.6770
6500,0.0015599299222230911,6.9215922355651855,1.0,0.0025419420562684536,44.6516
6600,0.0015873992815613747,6.497529029846191,1.0,0.005083884112536907,44.6251
6700,0.0015354888746514916,6.197549343109131,1.0,0.007117437664419413,44.5941
6800,0.0014337248867377639,5.9854512214660645,1.0,0.007625826168805361,44.5581
6900,0.0012827555183321238,5.848755836486816,1.0,0.01118454523384571,44.5176
7000,0.0010860057082027197,5.792801380157471,1.0,0.01270970981568098,44.4736
7100,0.0007281912839971483,8.044144630432129,1.0,0.0035587188322097063,44.3930
7200,0.000932530325371772,7.361743450164795,1.0,0.0020335535518825054,44.3782
7300,0.001132661709561944,6.752758979797363,1.0,0.004575495608150959,44.3560
7400,0.0013263404835015535,6.270547866821289,1.0,0.008134214207530022,44.3325
7500,0.0013771873200312257,5.960518836975098,1.0,0.00864260271191597,44.3028
7600,0.0013316330732777715,5.759194374084473,1.0,0.010167768225073814,44.2660
7700,0.0012305605923756957,5.624814033508301,1.0,0.013726486824452877,44.2236
7800,0.0010741865262389183,5.550022125244141,1.0,0.01728520542383194,44.1776
7900,0.0008610702934674919,5.571938514709473,1.0,0.02033553645014763,44.1306
8000,0.0007742833695374429,8.56978988647461,1.0,0.0020335535518825054,44.0400
8100,0.00108274444937706,7.743549823760986,1.0,0.0025419420562684536,44.0271
8200,0.001229572226293385,7.088009834289551,1.0,0.004067107103765011,44.0020
8300,0.0013750900980085135,6.510120391845703,1.0,0.007117437664419413,43.9801
8400,0.0014620044967159629,6.095303535461426,1.0,0.010167768225073814,43.9580
8500,0.0014202776364982128,5.822980880737305,1.0,0.011692933738231659,43.9306
8600,0.0012680788058787584,5.644018173217773,1.0,0.015251652337610722,43.8972
8700,0.0010503565426915884,5.589651584625244,1.0,0.01677681691944599,43.8583
8800,0.0006239185458980501,8.378907203674316,1.0,0.005083884112536907,43.7437
8900,0.0010529765859246254,7.46040678024292,1.0,0.006609049160033464,43.7345
9000,0.0012125433422625065,6.824587345123291,1.0,0.0061006611213088036,43.7085
9100,0.001340758753940463,6.2685651779174805,1.0,0.009659379720687866,43.6813
9200,0.0013788153883069754,5.885190010070801,1.0,0.015251652337610722,43.6538
9300,0.0011157621629536152,5.714081287384033,1.0,0.021860701963305473,43.6210
9400,0.0006868554628454149,5.79756498336792,1.0,0.023894255980849266,43.5824
9500,0.0004166844591964036,6.106428146362305,1.0,0.029994916170835495,43.5396
9600,0.00027446821331977844,6.5167436599731445,1.0,0.033045247197151184,43.4942
9700,0.00019831971439998597,6.886983394622803,1.0,0.04016268253326416,43.4473
9800,0.0009497043793089688,10.473108291625977,1.0,0.015251652337610722,43.4260
9900,0.0014933510683476925,9.103987693786621,1.0,0.009150991216301918,43.4218
10000,0.0018841971177607775,8.316061973571777,1.0,0.009150991216301918,43.3872
10100,0.0019458800088614225,7.689833164215088,1.0,0.011692933738231659,43.3323
10200,0.0018980019958689809,7.08597469329834,1.0,0.018810370936989784,43.2782
10300,0.0019017342710867524,6.5073370933532715,1.0,0.02236909046769142,43.2327
10400,0.0018746291752904654,6.017881393432617,1.0,0.023894255980849266,43.1916
10500,0.0015345668653026223,5.703187465667725,1.0,0.029994916170835495,43.1487
10600,0.0010871103731915355,5.646096706390381,1.0,0.03253685683012009,43.1013
10700,0.000799493514932692,5.89804744720459,1.0,0.03355363383889198,43.0501
10800,0.0009105555363930762,7.115408897399902,1.0,0.0289781391620636,42.9446
10900,0.0013702170690521598,6.431583881378174,1.0,0.021860701963305473,42.9253
11000,0.0015910736983641982,5.883982181549072,1.0,0.026436196640133858,42.8867
11100,0.0017154465895146132,5.417718410491943,1.0,0.03253685683012009,42.8497
11200,0.0017359786434099078,5.081716060638428,1.0,0.03914590924978256,42.8135
11300,0.0015485634794458747,4.87898588180542,1.0,0.04372140392661095,42.7725
11400,0.0012807653984054923,4.810224533081055,1.0,0.05185561627149582,42.7257
11500,0.2411072850227356,5.619194507598877,0.9869358539581299,0.009150991216301918,42.6522
11600,0.000976917683146894,5.66094446182251,1.0,0.03711235523223877,42.5711
11700,0.0012400156119838357,5.176072597503662,1.0,0.04626334458589554,42.5419
11800,0.0013928578700870275,4.785153388977051,1.0,0.0574478916823864,42.5040
11900,0.0014658143045380712,4.497004508972168,1.0,0.07117437571287155,42.4674
12000,0.00140275654848665,4.3293538093566895,1.0,0.07880020141601562,42.4269
12100,0.0012323267292231321,4.246282577514648,1.0,0.0843924731016159,42.3812
12200,0.0010240095434710383,4.224879264831543,1.0,0.0869344174861908,42.3310
12300,0.0008445336134172976,4.261414051055908,1.0,0.09354346990585327,42.2778
12400,0.0007082054507918656,4.345160961151123,1.0,0.10116929560899734,42.2229
12500,0.0008226268691942096,5.247702598571777,1.0,0.08896797150373459,42.1221
12600,0.0013483136426657438,4.757342338562012,1.0,0.08845958113670349,42.1090
12700,0.0016238453099504113,4.460209846496582,1.0,0.09456024318933487,42.0715
12800,0.0017244527116417885,4.18653678894043,1.0,0.112862229347229,42.0301
12900,0.0017521760892122984,3.9450788497924805,1.0,0.12404677271842957,41.9944
13000,0.001717106089927256,3.776240348815918,1.0,0.13370615243911743,41.9593
13100,0.0016002298798412085,3.677746534347534,1.0,0.13726487755775452,41.9204
13200,0.001368870260193944,3.6345722675323486,1.0,0.1403152048587799,41.8771
13300,0.0010263933800160885,3.762986660003662,1.0,0.13726487755775452,41.8294
13400,0.000824019021820277,3.905380964279175,1.0,0.1713268905878067,41.6720
13500,0.0010795507114380598,3.660662889480591,1.0,0.16725978255271912,41.6606
13600,0.001304609701037407,3.4635066986083984,1.0,0.17742756009101868,41.6256
13700,0.0013663489371538162,3.312547445297241,1.0,0.18505337834358215,41.5877
13800,0.0013513931771740317,3.2087223529815674,1.0,0.19013726711273193,41.5518
13900,0.0011916481889784336,3.1622464656829834,1.0,0.1952211558818817,41.5131
14000,0.0009449459030292928,3.162574529647827,1.0,0.21199797093868256,41.4697
14100,0.0007454139413312078,3.2286593914031982,1.0,0.2277580052614212,41.4217
14200,0.0005763575900346041,3.3218514919281006,1.0,0.23843416571617126,41.3706
14300,3.7392160892486572,6.844860076904297,0.5439429879188538,0.10930350422859192,41.3176
14400,0.0008901459514163435,2.946425676345825,1.0,0.30706658959388733,41.2300
14500,0.0013788671931251884,2.683565139770508,1.0,0.321809858083725,41.2122
14600,0.001593427499756217,2.531142473220825,1.0,0.33197763562202454,41.1653
14700,0.0016350619262084365,2.426785707473755,1.0,0.3451957404613495,41.1069
14800,0.0016101564979180694,2.348620653152466,1.0,0.36197254061698914,41.0522
14900,0.0015752798644825816,2.293853521347046,1.0,0.371631920337677,41.0040
15000,0.0014058301458135247,2.2609505653381348,1.0,0.3731570839881897,40.9573
15100,0.0010576513595879078,2.211162805557251,1.0,0.38739195466041565,40.9083
15200,0.0007632812485098839,2.1325135231018066,1.0,0.401626855134964,40.8556
15300,0.0005707127274945378,2.0651097297668457,1.0,0.4229791462421417,40.7996
15400,0.00042874261271208525,2.064443588256836,1.0,0.44280630350112915,40.7414
15500,0.0267939493060112,2.032883644104004,1.0,0.4316217601299286,40.6143
15600,0.0011487039737403393,1.1158846616744995,1.0,0.6644636392593384,40.5788
15700,0.001580969081260264,1.068678617477417,1.0,0.6741230487823486,40.5525
15800,0.0017776120221242309,1.04457426071167,1.0,0.6766649484634399,40.4927
15900,0.0017477256478741765,1.0372546911239624,1.0,0.6863243579864502,40.4207
16000,0.0016692403005436063,1.0638147592544556,1.0,0.6776817440986633,40.3532
16100,0.001590061467140913,1.1184581518173218,1.0,0.6710727214813232,40.2952
16200,0.0013853468699380755,1.1896734237670898,1.0,0.6522623300552368,40.2413
16300,0.0010744589380919933,1.291601538658142,1.0,0.6248093247413635,40.1866
16400,0.000762109353672713,1.4740687608718872,1.0,0.5699034333229065,40.1302
16500,0.0005248047527857125,1.7154356241226196,1.0,0.5348246097564697,40.0721
16600,0.0003471067757345736,1.9835188388824463,1.0,0.5007625818252563,40.0129
16700,0.028061963617801666,2.125345468521118,1.0,0.4295881986618042,39.9687
16800,0.0012482262682169676,1.0403519868850708,1.0,0.6832740306854248,39.9571
16900,0.002065406646579504,0.9900128841400146,1.0,0.7061514854431152,39.9394
17000,0.0024076777044683695,0.9613939523696899,1.0,0.7112354040145874,39.8836
17100,0.0024672301951795816,0.921328604221344,1.0,0.7264870405197144,39.8052
17200,0.0023533424828201532,0.8884626030921936,1.0,0.7346212267875671,39.7248
17300,0.0021979883313179016,0.8786841034889221,1.0,0.7330960631370544,39.6535
17400,0.0019090862479060888,0.8883318901062012,1.0,0.7417386770248413,39.5924
17500,0.0013382519828155637,0.9003410935401917,1.0,0.7315708994865417,39.5356
17600,0.000723370467312634,0.9724704027175903,1.0,0.7142857313156128,39.4789
17700,0.00044529844308272004,1.1348336935043335,1.0,0.6878495216369629,39.4198
17800,0.00029707778594456613,1.2924095392227173,1.0,0.6715810894966125,39.3586
17900,0.00021133832342457026,1.362839937210083,1.0,0.6649720668792725,39.2953
18000,0.00016325843171216547,1.353934645652771,1.0,0.6675139665603638,39.2303
18100,0.00013596141070593148,1.3111718893051147,1.0,0.6756482124328613,39.1641
18200,0.00011857566278195009,1.2500184774398804,1.0,0.6914082169532776,39.0973
18300,0.0009494056575931609,0.7190017104148865,1.0,0.789527177810669,38.9210
18400,0.0012254179455339909,0.5711586475372314,1.0,0.8225724697113037,38.9155
18500,0.0020781890489161015,0.5196135640144348,1.0,0.8454499244689941,38.8783
18600,0.0024389217142015696,0.480991929769516,1.0,0.8647686839103699,38.7870
18700,0.0025170985609292984,0.45164754986763,1.0,0.8805287480354309,38.6656
18800,0.002466966863721609,0.43082329630851746,1.0,0.889171302318573,38.5437
18900,0.0023881744127720594,0.4223482608795166,1.0,0.8881545662879944,38.4369
19000,0.0022845484782010317,0.4267078936100006,1.0,0.8866294026374817,38.3485
19100,0.002082995604723692,0.4410209357738495,1.0,0.885104238986969,38.2719
19200,0.0017150255152955651,0.48245081305503845,1.0,0.8723945021629333,38.1996
19300,0.001159141887910664,0.6454967260360718,1.0,0.8144382238388062,38.1288
19400,0.0007074182503856719,0.9960126280784607,1.0,0.7351296544075012,38.0582
19500,0.06735901534557343,1.2742077112197876,0.9988123774528503,0.6095576882362366,37.8841
19600,0.0012286390410736203,0.3662513196468353,1.0,0.8967971801757812,37.7867
19700,0.0017445762641727924,0.36249828338623047,1.0,0.902389407157898,37.7450
19800,0.0019312711665406823,0.37203454971313477,1.0,0.900355875492096,37.6763
19900,0.0018230343703180552,0.3828803300857544,1.0,0.8978139162063599,37.6075
20000,0.0015103967161849141,0.38944917917251587,1.0,0.8927300572395325,37.5469
20100,0.001155269448645413,0.4047260582447052,1.0,0.8856126070022583,37.4909
20200,0.0008874007035046816,0.42926010489463806,1.0,0.8800203204154968,37.4346
20300,0.0006866586627438664,0.4400576651096344,1.0,0.8754448294639587,37.3760
20400,0.0005392718012444675,0.4341864585876465,1.0,0.8800203204154968,37.3148
