step,train_acc,test_acc,f_emb_corr
1,0.021377671509981155,0.021860701963305473,0.0
500,1.0,0.0005083883879706264,0.0
1000,1.0,0.0010167767759412527,0.0
1500,1.0,0.0015251652803272009,0.0
2000,1.0,0.0025419420562684536,0.0
2500,1.0,0.004575495608150959,0.0
3000,0.9821852445602417,0.0030503305606544018,0.0
3500,1.0,0.00864260271191597,0.0
4000,1.0,0.009150991216301918,0.0
4500,1.0,0.014743263833224773,0.0
5000,0.9988123774528503,0.008134214207530022,0.0
5500,1.0,0.020843924954533577,0.0
6000,1.0,0.023894255980849266,0.0
6500,1.0,0.03101169317960739,0.0
7000,1.0,0.03965429589152336,0.0
7500,1.0,0.04067107290029526,0.0
8000,1.0,0.06304015964269638,0.0
8500,1.0,0.06914082169532776,0.0
9000,1.0,0.07574987411499023,0.0
9500,1.0,0.1154041662812233,0.0
10000,1.0,0.11896288394927979,0.0
10500,1.0,0.14997458457946777,0.0
11000,1.0,0.20589730143547058,0.0
11500,1.0,0.2547025978565216,0.0
12000,1.0,0.3731570839881897,0.0
12500,1.0,0.47585153579711914,0.0
13000,1.0,0.5170310139656067,0.0
13500,1.0,0.6075241565704346,0.00043431132206854517
14000,1.0,0.7203863859176636,0.0010590985629942845
14500,1.0,0.7330960631370544,0.0018922763463369713
15000,0.9631829261779785,0.17996948957443237,0.00015720076350225765
15500,1.0,0.8576512336730957,0.0011495266445051
16000,1.0,0.8698525428771973,0.002193643546429175
16500,1.0,0.8800203204154968,0.003304992588803818
17000,1.0,0.9196746349334717,0.004769379662167311
17500,1.0,0.9735637903213501,0.0060889902095449255
18000,1.0,0.984239935874939,0.0075544406153525145
18500,1.0,0.9913573861122131,0.009371577498747091
19000,1.0,0.980172872543335,0.011572820977954784
19500,1.0,0.9984748363494873,0.013704095250740372
20000,1.0,0.9994916319847107,0.015046733995257952
20500,1.0,1.0,0.017753473743943912
21000,1.0,1.0,0.020600445461934444
21500,1.0,1.0,0.024878830647303715
22000,1.0,1.0,0.029282214363056155
22500,1.0,1.0,0.033905281010973495
23000,1.0,1.0,0.03842822709845643
23500,1.0,1.0,0.043161391815179015
24000,0.5534442067146301,0.35892221331596375,0.04766791612016934
