label,task,prime,lr,wd,seed,ordering,tau_circ,tau_gen,tau_F,regime,step,saved_test_acc,site,K,ctrl_mode,top_harmonics,base_acc,acc_ablate_fourier,acc_random_ctrl_mean,acc_random_ctrl_std,frac_energy_removed
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,attn_L0,3,dim,"3,14,6",1.0,0.759023894255211,1.0,0.0,0.968764417100048
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,mlp_L0,3,dim,"3,14,23",1.0,0.13777325876970006,0.3543467208947636,0.004105059326524933,0.26626120043567203
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,attn_L1,3,dim,"6,10,12",1.0,0.20945602440264363,0.9671581087951194,0.0022183451173636327,0.7317333747497211
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,mlp_L1,3,dim,"12,5,24",1.0,0.518047788510422,0.995119471276055,0.0009429200300453035,0.651746212181186
G_CF_boundary,add,53,0.002333,2.5,7,G<C<F,8000.0,6500.0,12000.0,post_all,13500,1.0,resid_final,3,dim,"3,6,10",1.0,0.7676664972038637,0.9981698017285205,0.0008864054791135084,0.5902250798996032
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,embed,3,dim,"18,21,23",0.010676156583629894,0.012201321809862735,0.012099644128113879,0.0007471753155413863,0.13069372547655614
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,attn_L0,3,dim,"1,14,5",0.010676156583629894,0.011692933401118455,0.009252669039145909,0.0014162062305220252,0.23248347572987962
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,mlp_L0,3,dim,"21,18,23",0.010676156583629894,0.009150991357397052,0.005693950177935943,0.001913054165961035,0.16257819044969626
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,attn_L1,3,dim,"12,24,5",0.010676156583629894,0.002541942043721403,0.007219115404168785,0.0008746644908025038,0.30126225818214775
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,mlp_L1,3,dim,"12,24,5",0.010676156583629894,0.004067107269954245,0.012404677173360449,0.0015620021856367274,0.2352154712671011
strong_CGF,add,53,0.0016,2.7591,7,C<G<F,10000.0,12500.0,18500.0,pre_all,5000,0.010676156729459763,resid_final,3,dim,"12,9,24",0.010676156583629894,0.005083884087442806,0.015353329944077277,0.0033476517810176573,0.22465297211204957
